Zonas de movilidad;Periodo;Total
Cuenca;4/5/2020;9,36
Cuenca;3/5/2020;4,59
Cuenca;2/5/2020;5,42
Cuenca;1/5/2020;5,38
Cuenca;30/4/2020;8,67
Cuenca;29/4/2020;8,69
Cuenca;28/4/2020;8,55
Cuenca;27/4/2020;8,09
Cuenca;26/4/2020;3,53
Cuenca;25/4/2020;5,39
Cuenca;24/4/2020;8,26
Cuenca;23/4/2020;8,05
Cuenca;22/4/2020;7,82
Cuenca;21/4/2020;7,28
Cuenca;20/4/2020;7,54
Cuenca;19/4/2020;3,29
Cuenca;18/4/2020;5,08
Cuenca;17/4/2020;7,82
Cuenca;16/4/2020;7,81
Cuenca;15/4/2020;7,52
Cuenca;14/4/2020;7,88
Cuenca;13/4/2020;4,55
Cuenca;12/4/2020;3,14
Cuenca;11/4/2020;3,92
Cuenca;10/4/2020;3,06
Cuenca;9/4/2020;4,43
Cuenca;8/4/2020;6,75
Cuenca;7/4/2020;6,36
Cuenca;6/4/2020;5,69
Cuenca;5/4/2020;3,01
Cuenca;4/4/2020;4,58
Cuenca;3/4/2020;6,42
Cuenca;2/4/2020;6,28
Cuenca;1/4/2020;5,96
Cuenca;31/3/2020;5,94
Cuenca;30/3/2020;6,28
Cuenca;28/3/2020;4,61
Cuenca;26/3/2020;7,54
Cuenca;24/3/2020;7,32
Cuenca;22/3/2020;3,02
Cuenca;20/3/2020;7,83
Cuenca;18/3/2020;8,49
Cuenca;16/3/2020;8,54
Cuenca;18/11/2019;20,27
Guadalajara;20/6/2020;15,94
Guadalajara;19/6/2020;18,90
Guadalajara;18/6/2020;19,17
Guadalajara;17/6/2020;18,89
Guadalajara;16/6/2020;18,46
Guadalajara;15/6/2020;17,93
Guadalajara;14/6/2020;12,51
Guadalajara;13/6/2020;15,05
Guadalajara;12/6/2020;16,64
Guadalajara;11/6/2020;16,94
Guadalajara;10/6/2020;18,91
Guadalajara;9/6/2020;16,10
Guadalajara;8/6/2020;16,91
Guadalajara;7/6/2020;10,87
Guadalajara;6/6/2020;15,36
Guadalajara;5/6/2020;17,94
Guadalajara;4/6/2020;17,93
Guadalajara;3/6/2020;17,83
Guadalajara;2/6/2020;17,73
Guadalajara;1/6/2020;16,82
Guadalajara;31/5/2020;10,80
Guadalajara;30/5/2020;14,26
Guadalajara;29/5/2020;17,14
Guadalajara;28/5/2020;17,31
Guadalajara;27/5/2020;17,15
Guadalajara;26/5/2020;16,72
Guadalajara;25/5/2020;16,19
Guadalajara;24/5/2020;9,37
Guadalajara;23/5/2020;12,16
Guadalajara;22/5/2020;15,80
Guadalajara;21/5/2020;16,14
Guadalajara;20/5/2020;16,12
Guadalajara;19/5/2020;15,96
Guadalajara;18/5/2020;14,93
Guadalajara;17/5/2020;8,61
Guadalajara;16/5/2020;9,99
Guadalajara;15/5/2020;12,63
Guadalajara;14/5/2020;14,44
Guadalajara;13/5/2020;14,46
Guadalajara;12/5/2020;15,12
Guadalajara;11/5/2020;14,12
Guadalajara;10/5/2020;5,92
Guadalajara;9/5/2020;7,30
Guadalajara;8/5/2020;13,21
Guadalajara;7/5/2020;13,30
Guadalajara;6/5/2020;13,30
Guadalajara;5/5/2020;13,41
Guadalajara;4/5/2020;12,66
Guadalajara;3/5/2020;6,24
Guadalajara;2/5/2020;6,87
Guadalajara;1/5/2020;6,46
Guadalajara;30/4/2020;11,89
Guadalajara;29/4/2020;11,97
Guadalajara;28/4/2020;11,56
Guadalajara;27/4/2020;10,85
Guadalajara;26/4/2020;5,24
Guadalajara;25/4/2020;6,83
Guadalajara;24/4/2020;11,14
Guadalajara;23/4/2020;10,82
Guadalajara;22/4/2020;11,23
Guadalajara;21/4/2020;10,89
Guadalajara;20/4/2020;10,70
Guadalajara;19/4/2020;5,15
Guadalajara;18/4/2020;6,75
Guadalajara;17/4/2020;10,82
Guadalajara;16/4/2020;11,29
Guadalajara;15/4/2020;10,75
Guadalajara;14/4/2020;10,75
Guadalajara;13/4/2020;7,57
Guadalajara;12/4/2020;5,10
Guadalajara;11/4/2020;5,71
Guadalajara;10/4/2020;4,89
Guadalajara;9/4/2020;5,73
Guadalajara;8/4/2020;9,09
Guadalajara;7/4/2020;9,20
Guadalajara;6/4/2020;8,10
Guadalajara;5/4/2020;5,06
Guadalajara;4/4/2020;6,08
Guadalajara;3/4/2020;9,14
Guadalajara;2/4/2020;8,93
Guadalajara;1/4/2020;8,65
Guadalajara;31/3/2020;8,92
Guadalajara;30/3/2020;8,73
Guadalajara;28/3/2020;6,69
Guadalajara;26/3/2020;10,86
Guadalajara;24/3/2020;10,88
Guadalajara;22/3/2020;4,97
Guadalajara;20/3/2020;11,23
Guadalajara;18/3/2020;12,29
Guadalajara;16/3/2020;12,84
Guadalajara;18/11/2019;31,33
Toledo;20/6/2020;12,71
Toledo;19/6/2020;16,66
Toledo;18/6/2020;16,85
Toledo;17/6/2020;16,88
Toledo;16/6/2020;16,75
Toledo;15/6/2020;16,11
Toledo;14/6/2020;9,72
Toledo;13/6/2020;11,95
Toledo;12/6/2020;14,52
Toledo;11/6/2020;13,65
Toledo;10/6/2020;16,44
Toledo;9/6/2020;14,45
Toledo;8/6/2020;14,98
Toledo;7/6/2020;9,10
Toledo;6/6/2020;12,01
Toledo;5/6/2020;15,54
Toledo;4/6/2020;15,39
Toledo;3/6/2020;15,68
Toledo;2/6/2020;15,68
Toledo;1/6/2020;15,07
Toledo;31/5/2020;8,48
Toledo;30/5/2020;11,04
Toledo;29/5/2020;14,81
Toledo;28/5/2020;14,92
Toledo;27/5/2020;14,62
Toledo;26/5/2020;14,52
Toledo;25/5/2020;14,43
Toledo;24/5/2020;7,98
Toledo;23/5/2020;10,21
Toledo;22/5/2020;13,54
Toledo;21/5/2020;13,91
Toledo;20/5/2020;13,89
Toledo;19/5/2020;14,02
Toledo;18/5/2020;13,05
Toledo;17/5/2020;5,31
Toledo;16/5/2020;7,07
Toledo;15/5/2020;10,22
Toledo;14/5/2020;11,91
Toledo;13/5/2020;12,05
Toledo;12/5/2020;12,19
Toledo;11/5/2020;11,60
Toledo;10/5/2020;5,03
Toledo;9/5/2020;6,03
Toledo;8/5/2020;11,68
Toledo;7/5/2020;11,75
Toledo;6/5/2020;11,67
Toledo;5/5/2020;11,99
Toledo;4/5/2020;11,49
Toledo;3/5/2020;5,36
Toledo;2/5/2020;6,03
Toledo;1/5/2020;5,73
Toledo;30/4/2020;10,48
Toledo;29/4/2020;10,65
Toledo;28/4/2020;10,59
Toledo;27/4/2020;9,87
Toledo;26/4/2020;4,33
Toledo;25/4/2020;6,32
Toledo;24/4/2020;9,94
Toledo;23/4/2020;10,18
Toledo;22/4/2020;10,38
Toledo;21/4/2020;10,02
Toledo;20/4/2020;9,87
Toledo;19/4/2020;4,56
Toledo;18/4/2020;6,28
Toledo;17/4/2020;10,12
Toledo;16/4/2020;11,02
Toledo;15/4/2020;10,33
Toledo;14/4/2020;10,01
Toledo;13/4/2020;6,57
Toledo;12/4/2020;4,15
Toledo;11/4/2020;5,23
Toledo;10/4/2020;4,28
Toledo;9/4/2020;5,05
Toledo;8/4/2020;7,97
Toledo;7/4/2020;8,01
Toledo;6/4/2020;7,27
Toledo;5/4/2020;4,15
Toledo;4/4/2020;5,66
Toledo;3/4/2020;8,12
Toledo;2/4/2020;7,83
Toledo;1/4/2020;7,58
Toledo;31/3/2020;7,50
Toledo;30/3/2020;8,07
Toledo;28/3/2020;6,06
Toledo;26/3/2020;10,06
Toledo;24/3/2020;9,92
Toledo;22/3/2020;4,36
Toledo;20/3/2020;10,00
Toledo;18/3/2020;11,11
Toledo;16/3/2020;12,27
Toledo;18/11/2019;25,70
Barcelona;20/6/2020;21,48
Barcelona;19/6/2020;23,90
Barcelona;18/6/2020;23,15
Barcelona;17/6/2020;23,25
Barcelona;16/6/2020;22,61
Barcelona;15/6/2020;21,99
Barcelona;14/6/2020;17,41
Barcelona;13/6/2020;20,32
Barcelona;12/6/2020;21,40
Barcelona;11/6/2020;22,46
Barcelona;10/6/2020;22,02
Barcelona;9/6/2020;19,49
Barcelona;8/6/2020;18,69
Barcelona;7/6/2020;13,28
Barcelona;6/6/2020;18,37
Barcelona;5/6/2020;21,44
Barcelona;4/6/2020;20,16
Barcelona;3/6/2020;20,85
Barcelona;2/6/2020;20,51
Barcelona;1/6/2020;16,11
Barcelona;31/5/2020;13,55
Barcelona;30/5/2020;15,69
Barcelona;29/5/2020;19,97
Barcelona;28/5/2020;20,15
Barcelona;27/5/2020;19,90
Barcelona;26/5/2020;19,79
Barcelona;25/5/2020;18,09
Barcelona;24/5/2020;10,21
Barcelona;23/5/2020;13,02
Barcelona;22/5/2020;17,55
Barcelona;21/5/2020;17,71
Barcelona;20/5/2020;17,47
Barcelona;19/5/2020;17,51
Barcelona;18/5/2020;16,07
Barcelona;17/5/2020;8,40
Barcelona;16/5/2020;11,39
Barcelona;15/5/2020;15,79
Barcelona;14/5/2020;16,57
Barcelona;13/5/2020;16,65
Barcelona;12/5/2020;16,67
Barcelona;11/5/2020;14,57
Barcelona;10/5/2020;7,74
Barcelona;9/5/2020;8,81
Barcelona;8/5/2020;15,27
Barcelona;7/5/2020;15,18
Barcelona;6/5/2020;15,15
Barcelona;5/5/2020;16,04
Barcelona;4/5/2020;14,59
Barcelona;3/5/2020;8,62
Barcelona;2/5/2020;8,98
Barcelona;1/5/2020;8,20
Barcelona;30/4/2020;13,17
Barcelona;29/4/2020;12,88
Barcelona;28/4/2020;12,78
Barcelona;27/4/2020;11,93
Barcelona;26/4/2020;6,81
Barcelona;25/4/2020;8,62
Barcelona;24/4/2020;12,38
Barcelona;23/4/2020;12,25
Barcelona;22/4/2020;12,72
Barcelona;21/4/2020;12,05
Barcelona;20/4/2020;11,56
Barcelona;19/4/2020;6,42
Barcelona;18/4/2020;8,54
Barcelona;17/4/2020;12,07
Barcelona;16/4/2020;12,87
Barcelona;15/4/2020;12,18
Barcelona;14/4/2020;11,23
Barcelona;13/4/2020;6,81
Barcelona;12/4/2020;6,62
Barcelona;11/4/2020;7,83
Barcelona;10/4/2020;7,36
Barcelona;9/4/2020;10,16
Barcelona;8/4/2020;10,37
Barcelona;7/4/2020;10,46
Barcelona;6/4/2020;9,76
Barcelona;5/4/2020;6,56
Barcelona;4/4/2020;8,08
Barcelona;3/4/2020;10,69
Barcelona;2/4/2020;9,89
Barcelona;1/4/2020;9,77
Barcelona;31/3/2020;10,18
Barcelona;30/3/2020;10,28
Barcelona;28/3/2020;8,83
Barcelona;26/3/2020;12,35
Barcelona;24/3/2020;12,53
Barcelona;22/3/2020;6,59
Barcelona;20/3/2020;12,70
Barcelona;18/3/2020;13,44
Barcelona;16/3/2020;14,64
Barcelona;18/11/2019;34,90
Girona;20/6/2020;16,52
Girona;19/6/2020;17,63
Girona;18/6/2020;16,68
Girona;17/6/2020;17,11
Girona;16/6/2020;16,39
Girona;15/6/2020;16,59
Girona;14/6/2020;14,56
Girona;13/6/2020;14,69
Girona;12/6/2020;16,00
Girona;11/6/2020;16,38
Girona;10/6/2020;16,34
Girona;9/6/2020;14,01
Girona;8/6/2020;13,93
Girona;7/6/2020;10,95
Girona;6/6/2020;14,60
Girona;5/6/2020;15,92
Girona;4/6/2020;15,03
Girona;3/6/2020;15,60
Girona;2/6/2020;15,18
Girona;1/6/2020;13,97
Girona;31/5/2020;11,45
Girona;30/5/2020;12,80
Girona;29/5/2020;15,10
Girona;28/5/2020;15,02
Girona;27/5/2020;14,87
Girona;26/5/2020;14,45
Girona;25/5/2020;13,90
Girona;24/5/2020;10,24
Girona;23/5/2020;12,17
Girona;22/5/2020;14,33
Girona;21/5/2020;14,32
Girona;20/5/2020;14,12
Girona;19/5/2020;14,17
Girona;18/5/2020;12,86
Girona;17/5/2020;5,76
Girona;16/5/2020;7,76
Girona;15/5/2020;11,55
Girona;14/5/2020;12,17
Girona;13/5/2020;12,20
Girona;12/5/2020;12,17
Girona;11/5/2020;11,13
Girona;10/5/2020;5,12
Girona;9/5/2020;6,42
Girona;8/5/2020;11,53
Girona;7/5/2020;11,42
Girona;6/5/2020;11,31
Girona;5/5/2020;11,73
Girona;4/5/2020;10,88
Girona;3/5/2020;5,59
Girona;2/5/2020;6,30
Girona;1/5/2020;5,89
Girona;30/4/2020;10,09
Girona;29/4/2020;10,00
Girona;28/4/2020;9,81
Girona;27/4/2020;9,41
Girona;26/4/2020;4,64
Girona;25/4/2020;6,38
Girona;24/4/2020;9,67
Girona;23/4/2020;9,47
Girona;22/4/2020;9,89
Girona;21/4/2020;9,02
Girona;20/4/2020;8,99
Girona;19/4/2020;4,37
Girona;18/4/2020;6,19
Girona;17/4/2020;9,35
Girona;16/4/2020;9,83
Girona;15/4/2020;9,22
Girona;14/4/2020;8,65
Girona;13/4/2020;4,37
Girona;12/4/2020;4,44
Girona;11/4/2020;5,19
Girona;10/4/2020;5,01
Girona;9/4/2020;7,38
Girona;8/4/2020;7,61
Girona;7/4/2020;7,56
Girona;6/4/2020;7,00
Girona;5/4/2020;4,20
Girona;4/4/2020;5,55
Girona;3/4/2020;7,83
Girona;2/4/2020;7,14
Girona;1/4/2020;6,98
Girona;31/3/2020;7,24
Girona;30/3/2020;7,29
Girona;28/3/2020;5,92
Girona;26/3/2020;8,79
Girona;24/3/2020;8,89
Girona;22/3/2020;4,16
Girona;20/3/2020;9,51
Girona;18/3/2020;10,11
Girona;16/3/2020;10,91
Girona;18/11/2019;25,56
Lleida;20/6/2020;16,99
Lleida;19/6/2020;19,23
Lleida;18/6/2020;18,59
Lleida;17/6/2020;18,75
Lleida;16/6/2020;17,79
Lleida;15/6/2020;18,24
Lleida;14/6/2020;13,39
Lleida;13/6/2020;15,33
Lleida;12/6/2020;17,71
Lleida;11/6/2020;18,17
Lleida;10/6/2020;18,16
Lleida;9/6/2020;15,97
Lleida;8/6/2020;16,00
Lleida;7/6/2020;11,15
Lleida;6/6/2020;14,82
Lleida;5/6/2020;17,63
Lleida;4/6/2020;16,97
Lleida;3/6/2020;17,60
Lleida;2/6/2020;17,82
Lleida;1/6/2020;16,40
Lleida;31/5/2020;11,38
Lleida;30/5/2020;13,84
Lleida;29/5/2020;17,00
Lleida;28/5/2020;17,03
Lleida;27/5/2020;16,89
Lleida;26/5/2020;16,59
Lleida;25/5/2020;15,97
Lleida;24/5/2020;11,18
Lleida;23/5/2020;13,60
Lleida;22/5/2020;16,53
Lleida;21/5/2020;16,46
Lleida;20/5/2020;16,20
Lleida;19/5/2020;16,16
Lleida;18/5/2020;14,72
Lleida;17/5/2020;7,73
Lleida;16/5/2020;9,53
Lleida;15/5/2020;13,41
Lleida;14/5/2020;14,25
Lleida;13/5/2020;14,63
Lleida;12/5/2020;14,89
Lleida;11/5/2020;11,22
Lleida;10/5/2020;6,79
Lleida;9/5/2020;8,32
Lleida;8/5/2020;14,08
Lleida;7/5/2020;13,74
Lleida;6/5/2020;13,77
Lleida;5/5/2020;13,92
Lleida;4/5/2020;13,27
Lleida;3/5/2020;7,27
Lleida;2/5/2020;8,18
Lleida;1/5/2020;7,85
Lleida;30/4/2020;12,26
Lleida;29/4/2020;12,18
Lleida;28/4/2020;11,83
Lleida;27/4/2020;10,92
Lleida;26/4/2020;5,66
Lleida;25/4/2020;8,08
Lleida;24/4/2020;11,64
Lleida;23/4/2020;11,31
Lleida;22/4/2020;11,62
Lleida;21/4/2020;10,68
Lleida;20/4/2020;10,40
Lleida;19/4/2020;5,46
Lleida;18/4/2020;8,00
Lleida;17/4/2020;11,40
Lleida;16/4/2020;11,73
Lleida;15/4/2020;11,33
Lleida;14/4/2020;10,46
Lleida;13/4/2020;5,63
Lleida;12/4/2020;5,47
Lleida;11/4/2020;6,89
Lleida;10/4/2020;6,48
Lleida;9/4/2020;9,87
Lleida;8/4/2020;9,98
Lleida;7/4/2020;9,54
Lleida;6/4/2020;9,19
Lleida;5/4/2020;5,35
Lleida;4/4/2020;7,03
Lleida;3/4/2020;9,83
Lleida;2/4/2020;9,04
Lleida;1/4/2020;8,69
Lleida;31/3/2020;9,07
Lleida;30/3/2020;9,37
Lleida;28/3/2020;7,39
Lleida;26/3/2020;11,11
Lleida;24/3/2020;11,10
Lleida;22/3/2020;5,16
Lleida;20/3/2020;11,12
Lleida;18/3/2020;11,57
Lleida;16/3/2020;11,90
Lleida;18/11/2019;28,38
Tarragona;20/6/2020;16,89
Tarragona;19/6/2020;18,49
Tarragona;18/6/2020;18,03
Tarragona;17/6/2020;18,50
Tarragona;16/6/2020;17,61
Tarragona;15/6/2020;17,53
Tarragona;14/6/2020;14,57
Tarragona;13/6/2020;16,08
Tarragona;12/6/2020;17,26
Tarragona;11/6/2020;17,81
Tarragona;10/6/2020;17,81
Tarragona;9/6/2020;15,45
Tarragona;8/6/2020;15,32
Tarragona;7/6/2020;11,97
Tarragona;6/6/2020;15,58
Tarragona;5/6/2020;17,44
Tarragona;4/6/2020;16,58
Tarragona;3/6/2020;17,05
Tarragona;2/6/2020;17,37
Tarragona;1/6/2020;15,68
Tarragona;31/5/2020;12,69
Tarragona;30/5/2020;14,72
Tarragona;29/5/2020;16,78
Tarragona;28/5/2020;16,81
Tarragona;27/5/2020;16,54
Tarragona;26/5/2020;16,12
Tarragona;25/5/2020;14,98
Tarragona;24/5/2020;11,24
Tarragona;23/5/2020;12,90
Tarragona;22/5/2020;15,28
Tarragona;21/5/2020;15,28
Tarragona;20/5/2020;15,19
Tarragona;19/5/2020;15,19
Tarragona;18/5/2020;13,95
Tarragona;17/5/2020;9,35
Tarragona;16/5/2020;11,12
Tarragona;15/5/2020;13,65
Tarragona;14/5/2020;13,83
Tarragona;13/5/2020;14,35
Tarragona;12/5/2020;14,61
Tarragona;11/5/2020;13,04
Tarragona;10/5/2020;6,44
Tarragona;9/5/2020;7,25
Tarragona;8/5/2020;12,43
Tarragona;7/5/2020;12,16
Tarragona;6/5/2020;12,17
Tarragona;5/5/2020;12,50
Tarragona;4/5/2020;11,69
Tarragona;3/5/2020;6,59
Tarragona;2/5/2020;7,20
Tarragona;1/5/2020;6,87
Tarragona;30/4/2020;10,86
Tarragona;29/4/2020;10,71
Tarragona;28/4/2020;10,56
Tarragona;27/4/2020;10,06
Tarragona;26/4/2020;5,22
Tarragona;25/4/2020;7,02
Tarragona;24/4/2020;10,15
Tarragona;23/4/2020;9,93
Tarragona;22/4/2020;10,16
Tarragona;21/4/2020;9,86
Tarragona;20/4/2020;9,43
Tarragona;19/4/2020;5,09
Tarragona;18/4/2020;7,20
Tarragona;17/4/2020;10,23
Tarragona;16/4/2020;10,50
Tarragona;15/4/2020;9,82
Tarragona;14/4/2020;9,19
Tarragona;13/4/2020;5,09
Tarragona;12/4/2020;5,14
Tarragona;11/4/2020;6,07
Tarragona;10/4/2020;5,82
Tarragona;9/4/2020;8,58
Tarragona;8/4/2020;8,78
Tarragona;7/4/2020;8,59
Tarragona;6/4/2020;8,08
Tarragona;5/4/2020;5,00
Tarragona;4/4/2020;6,44
Tarragona;3/4/2020;8,83
Tarragona;2/4/2020;7,95
Tarragona;1/4/2020;7,78
Tarragona;31/3/2020;8,16
Tarragona;30/3/2020;8,31
Tarragona;28/3/2020;6,75
Tarragona;26/3/2020;9,72
Tarragona;24/3/2020;9,87
Tarragona;22/3/2020;4,93
Tarragona;20/3/2020;10,28
Tarragona;18/3/2020;10,86
Tarragona;16/3/2020;11,45
Tarragona;18/11/2019;28,38
Alicante/Alacant;20/6/2020;18,02
Alicante/Alacant;19/6/2020;20,24
Alicante/Alacant;18/6/2020;20,44
Alicante/Alacant;17/6/2020;20,16
Alicante/Alacant;16/6/2020;20,09
Alicante/Alacant;15/6/2020;18,87
Alicante/Alacant;14/6/2020;15,70
Alicante/Alacant;13/6/2020;17,51
Alicante/Alacant;12/6/2020;19,20
Alicante/Alacant;11/6/2020;19,65
Alicante/Alacant;10/6/2020;19,37
Alicante/Alacant;9/6/2020;16,43
Alicante/Alacant;8/6/2020;16,31
Alicante/Alacant;7/6/2020;14,65
Alicante/Alacant;6/6/2020;17,02
Alicante/Alacant;5/6/2020;18,63
Alicante/Alacant;4/6/2020;18,70
Alicante/Alacant;3/6/2020;18,50
Alicante/Alacant;2/6/2020;18,41
Alicante/Alacant;1/6/2020;17,37
Alicante/Alacant;31/5/2020;12,88
Alicante/Alacant;30/5/2020;14,82
Alicante/Alacant;29/5/2020;17,44
Alicante/Alacant;28/5/2020;17,51
Alicante/Alacant;27/5/2020;17,78
Alicante/Alacant;26/5/2020;16,86
Alicante/Alacant;25/5/2020;16,34
Alicante/Alacant;24/5/2020;12,52
Alicante/Alacant;23/5/2020;14,32
Alicante/Alacant;22/5/2020;17,01
Alicante/Alacant;21/5/2020;16,96
Alicante/Alacant;20/5/2020;16,91
Alicante/Alacant;19/5/2020;16,93
Alicante/Alacant;18/5/2020;15,64
Alicante/Alacant;17/5/2020;8,25
Alicante/Alacant;16/5/2020;10,66
Alicante/Alacant;15/5/2020;14,89
Alicante/Alacant;14/5/2020;14,31
Alicante/Alacant;13/5/2020;15,13
Alicante/Alacant;12/5/2020;15,23
Alicante/Alacant;11/5/2020;14,13
Alicante/Alacant;10/5/2020;6,82
Alicante/Alacant;9/5/2020;7,43
Alicante/Alacant;8/5/2020;13,87
Alicante/Alacant;7/5/2020;13,57
Alicante/Alacant;6/5/2020;13,67
Alicante/Alacant;5/5/2020;13,84
Alicante/Alacant;4/5/2020;12,96
Alicante/Alacant;3/5/2020;7,24
Alicante/Alacant;2/5/2020;8,15
Alicante/Alacant;1/5/2020;7,62
Alicante/Alacant;30/4/2020;12,37
Alicante/Alacant;29/4/2020;12,19
Alicante/Alacant;28/4/2020;11,96
Alicante/Alacant;27/4/2020;11,19
Alicante/Alacant;26/4/2020;5,88
Alicante/Alacant;25/4/2020;7,71
Alicante/Alacant;24/4/2020;11,45
Alicante/Alacant;23/4/2020;10,71
Alicante/Alacant;22/4/2020;12,21
Alicante/Alacant;21/4/2020;11,68
Alicante/Alacant;20/4/2020;10,61
Alicante/Alacant;19/4/2020;5,72
Alicante/Alacant;18/4/2020;7,72
Alicante/Alacant;17/4/2020;11,90
Alicante/Alacant;16/4/2020;12,12
Alicante/Alacant;15/4/2020;10,82
Alicante/Alacant;14/4/2020;11,13
Alicante/Alacant;13/4/2020;6,74
Alicante/Alacant;12/4/2020;5,74
Alicante/Alacant;11/4/2020;7,23
Alicante/Alacant;10/4/2020;6,54
Alicante/Alacant;9/4/2020;9,28
Alicante/Alacant;8/4/2020;9,50
Alicante/Alacant;7/4/2020;9,50
Alicante/Alacant;6/4/2020;9,02
Alicante/Alacant;5/4/2020;5,78
Alicante/Alacant;4/4/2020;7,11
Alicante/Alacant;3/4/2020;9,46
Alicante/Alacant;2/4/2020;9,18
Alicante/Alacant;1/4/2020;9,16
Alicante/Alacant;31/3/2020;8,91
Alicante/Alacant;30/3/2020;9,40
Alicante/Alacant;28/3/2020;8,04
Alicante/Alacant;26/3/2020;11,27
Alicante/Alacant;24/3/2020;10,87
Alicante/Alacant;22/3/2020;6,14
Alicante/Alacant;20/3/2020;11,97
Alicante/Alacant;18/3/2020;13,36
Alicante/Alacant;16/3/2020;14,44
Alicante/Alacant;18/11/2019;28,12
Castellón/Castelló;20/6/2020;15,22
Castellón/Castelló;19/6/2020;17,99
Castellón/Castelló;18/6/2020;17,77
Castellón/Castelló;17/6/2020;17,61
Castellón/Castelló;16/6/2020;17,79
Castellón/Castelló;15/6/2020;16,99
Castellón/Castelló;14/6/2020;13,07
Castellón/Castelló;13/6/2020;14,73
Castellón/Castelló;12/6/2020;17,05
Castellón/Castelló;11/6/2020;17,60
Castellón/Castelló;10/6/2020;17,47
Castellón/Castelló;9/6/2020;14,98
Castellón/Castelló;8/6/2020;14,35
Castellón/Castelló;7/6/2020;11,48
Castellón/Castelló;6/6/2020;14,36
Castellón/Castelló;5/6/2020;16,83
Castellón/Castelló;4/6/2020;16,24
Castellón/Castelló;3/6/2020;16,73
Castellón/Castelló;2/6/2020;16,66
Castellón/Castelló;1/6/2020;15,58
Castellón/Castelló;31/5/2020;11,11
Castellón/Castelló;30/5/2020;12,96
Castellón/Castelló;29/5/2020;16,12
Castellón/Castelló;28/5/2020;15,92
Castellón/Castelló;27/5/2020;15,76
Castellón/Castelló;26/5/2020;15,07
Castellón/Castelló;25/5/2020;14,60
Castellón/Castelló;24/5/2020;10,67
Castellón/Castelló;23/5/2020;11,97
Castellón/Castelló;22/5/2020;14,87
Castellón/Castelló;21/5/2020;15,12
Castellón/Castelló;20/5/2020;15,00
Castellón/Castelló;19/5/2020;15,02
Castellón/Castelló;18/5/2020;13,76
Castellón/Castelló;17/5/2020;6,15
Castellón/Castelló;16/5/2020;8,03
Castellón/Castelló;15/5/2020;12,48
Castellón/Castelló;14/5/2020;12,64
Castellón/Castelló;13/5/2020;12,96
Castellón/Castelló;12/5/2020;13,54
Castellón/Castelló;11/5/2020;12,80
Castellón/Castelló;10/5/2020;5,70
Castellón/Castelló;9/5/2020;6,85
Castellón/Castelló;8/5/2020;12,91
Castellón/Castelló;7/5/2020;12,97
Castellón/Castelló;6/5/2020;13,04
Castellón/Castelló;5/5/2020;13,19
Castellón/Castelló;4/5/2020;12,35
Castellón/Castelló;3/5/2020;6,12
Castellón/Castelló;2/5/2020;6,78
Castellón/Castelló;1/5/2020;6,57
Castellón/Castelló;30/4/2020;11,40
Castellón/Castelló;29/4/2020;11,36
Castellón/Castelló;28/4/2020;11,24
Castellón/Castelló;27/4/2020;10,43
Castellón/Castelló;26/4/2020;5,04
Castellón/Castelló;25/4/2020;6,77
Castellón/Castelló;24/4/2020;11,37
Castellón/Castelló;23/4/2020;11,07
Castellón/Castelló;22/4/2020;11,63
Castellón/Castelló;21/4/2020;11,13
Castellón/Castelló;20/4/2020;10,23
Castellón/Castelló;19/4/2020;4,95
Castellón/Castelló;18/4/2020;7,07
Castellón/Castelló;17/4/2020;11,49
Castellón/Castelló;16/4/2020;11,68
Castellón/Castelló;15/4/2020;10,66
Castellón/Castelló;14/4/2020;10,56
Castellón/Castelló;13/4/2020;5,71
Castellón/Castelló;12/4/2020;5,07
Castellón/Castelló;11/4/2020;6,39
Castellón/Castelló;10/4/2020;5,85
Castellón/Castelló;9/4/2020;8,60
Castellón/Castelló;8/4/2020;8,82
Castellón/Castelló;7/4/2020;8,89
Castellón/Castelló;6/4/2020;8,38
Castellón/Castelló;5/4/2020;4,96
Castellón/Castelló;4/4/2020;6,36
Castellón/Castelló;3/4/2020;8,66
Castellón/Castelló;2/4/2020;8,12
Castellón/Castelló;1/4/2020;8,11
Castellón/Castelló;31/3/2020;8,01
Castellón/Castelló;30/3/2020;9,06
Castellón/Castelló;28/3/2020;7,15
Castellón/Castelló;26/3/2020;11,69
Castellón/Castelló;24/3/2020;12,07
Castellón/Castelló;22/3/2020;5,18
Castellón/Castelló;20/3/2020;12,36
Castellón/Castelló;18/3/2020;13,39
Castellón/Castelló;16/3/2020;11,68
Castellón/Castelló;18/11/2019;26,93
Valencia/València;20/6/2020;20,05
Valencia/València;19/6/2020;23,18
Valencia/València;18/6/2020;23,15
Valencia/València;17/6/2020;23,09
Valencia/València;16/6/2020;22,92
Valencia/València;15/6/2020;21,73
Valencia/València;14/6/2020;17,32
Valencia/València;13/6/2020;19,73
Valencia/València;12/6/2020;21,31
Valencia/València;11/6/2020;22,43
Valencia/València;10/6/2020;22,19
Valencia/València;9/6/2020;19,08
Valencia/València;8/6/2020;18,16
Valencia/València;7/6/2020;15,69
Valencia/València;6/6/2020;19,40
Valencia/València;5/6/2020;21,52
Valencia/València;4/6/2020;21,14
Valencia/València;3/6/2020;21,27
Valencia/València;2/6/2020;21,20
Valencia/València;1/6/2020;20,20
Valencia/València;31/5/2020;14,48
Valencia/València;30/5/2020;16,69
