Zonas de movilidad;Periodo;Total
Almería;20/6/2020;15,15
Almería;19/6/2020;16,91
Almería;18/6/2020;16,83
Almería;17/6/2020;16,90
Almería;16/6/2020;16,64
Almería;15/6/2020;16,43
Almería;14/6/2020;12,79
Almería;13/6/2020;14,91
Almería;12/6/2020;15,89
Almería;11/6/2020;16,78
Almería;10/6/2020;16,76
Almería;9/6/2020;13,90
Almería;8/6/2020;14,60
Almería;7/6/2020;11,04
Almería;6/6/2020;14,02
Almería;5/6/2020;16,23
Almería;4/6/2020;16,10
Almería;3/6/2020;15,98
Almería;2/6/2020;16,00
Almería;1/6/2020;15,05
Almería;31/5/2020;10,75
Almería;30/5/2020;13,33
Almería;29/5/2020;15,50
Almería;28/5/2020;15,44
Almería;27/5/2020;15,31
Almería;26/5/2020;15,24
Almería;25/5/2020;14,70
Almería;24/5/2020;9,68
Almería;23/5/2020;12,09
Almería;22/5/2020;14,76
Almería;21/5/2020;14,48
Almería;20/5/2020;14,62
Almería;19/5/2020;14,28
Almería;18/5/2020;13,62
Almería;17/5/2020;8,45
Almería;16/5/2020;10,99
Almería;15/5/2020;13,60
Almería;14/5/2020;13,75
Almería;13/5/2020;13,87
Almería;12/5/2020;13,99
Almería;11/5/2020;12,99
Almería;10/5/2020;5,30
Almería;9/5/2020;7,14
Almería;8/5/2020;12,03
Almería;7/5/2020;11,68
Almería;6/5/2020;11,60
Almería;5/5/2020;12,20
Almería;4/5/2020;11,45
Almería;3/5/2020;5,35
Almería;2/5/2020;7,43
Almería;1/5/2020;6,66
Almería;30/4/2020;11,24
Almería;29/4/2020;11,00
Almería;28/4/2020;10,91
Almería;27/4/2020;10,26
Almería;26/4/2020;4,50
Almería;25/4/2020;7,09
Almería;24/4/2020;10,61
Almería;23/4/2020;10,57
Almería;22/4/2020;10,82
Almería;21/4/2020;10,60
Almería;20/4/2020;9,97
Almería;19/4/2020;4,33
Almería;18/4/2020;7,24
Almería;17/4/2020;10,41
Almería;16/4/2020;10,67
Almería;15/4/2020;10,05
Almería;14/4/2020;10,61
Almería;13/4/2020;8,88
Almería;12/4/2020;4,19
Almería;11/4/2020;6,25
Almería;10/4/2020;4,51
Almería;9/4/2020;6,29
Almería;8/4/2020;9,32
Almería;7/4/2020;9,36
Almería;6/4/2020;8,22
Almería;5/4/2020;4,10
Almería;4/4/2020;6,76
Almería;3/4/2020;9,33
Almería;2/4/2020;8,75
Almería;1/4/2020;8,89
Almería;31/3/2020;8,32
Almería;30/3/2020;8,33
Almería;28/3/2020;6,19
Almería;26/3/2020;9,24
Almería;24/3/2020;8,98
Almería;22/3/2020;4,19
Almería;20/3/2020;6,87
Almería;18/3/2020;7,28
Almería;16/3/2020;10,99
Almería;18/11/2019;24,35
Cádiz;20/6/2020;18,57
Cádiz;19/6/2020;19,51
Cádiz;18/6/2020;19,54
Cádiz;17/6/2020;19,12
Cádiz;16/6/2020;18,68
Cádiz;15/6/2020;18,49
Cádiz;14/6/2020;15,03
Cádiz;13/6/2020;17,20
Cádiz;12/6/2020;17,69
Cádiz;11/6/2020;19,01
Cádiz;10/6/2020;19,29
Cádiz;9/6/2020;16,90
Cádiz;8/6/2020;17,10
Cádiz;7/6/2020;14,14
Cádiz;6/6/2020;17,10
Cádiz;5/6/2020;18,22
Cádiz;4/6/2020;17,36
Cádiz;3/6/2020;17,98
Cádiz;2/6/2020;18,15
Cádiz;1/6/2020;17,13
Cádiz;31/5/2020;12,14
Cádiz;30/5/2020;15,90
Cádiz;29/5/2020;17,56
Cádiz;28/5/2020;17,08
Cádiz;27/5/2020;17,02
Cádiz;26/5/2020;17,04
Cádiz;25/5/2020;16,66
Cádiz;24/5/2020;11,88
Cádiz;23/5/2020;14,06
Cádiz;22/5/2020;16,26
Cádiz;21/5/2020;16,01
Cádiz;20/5/2020;15,96
Cádiz;19/5/2020;15,70
Cádiz;18/5/2020;15,03
Cádiz;17/5/2020;10,74
Cádiz;16/5/2020;11,94
Cádiz;15/5/2020;13,78
Cádiz;14/5/2020;13,39
Cádiz;13/5/2020;14,92
Cádiz;12/5/2020;14,35
Cádiz;11/5/2020;14,02
Cádiz;10/5/2020;6,93
Cádiz;9/5/2020;8,07
Cádiz;8/5/2020;12,83
Cádiz;7/5/2020;12,75
Cádiz;6/5/2020;12,71
Cádiz;5/5/2020;13,03
Cádiz;4/5/2020;12,29
Cádiz;3/5/2020;7,61
Cádiz;2/5/2020;8,27
Cádiz;1/5/2020;7,76
Cádiz;30/4/2020;11,11
Cádiz;29/4/2020;10,93
Cádiz;28/4/2020;10,37
Cádiz;27/4/2020;9,02
Cádiz;26/4/2020;5,42
Cádiz;25/4/2020;6,54
Cádiz;24/4/2020;9,11
Cádiz;23/4/2020;9,07
Cádiz;22/4/2020;9,71
Cádiz;21/4/2020;9,04
Cádiz;20/4/2020;9,68
Cádiz;19/4/2020;5,60
Cádiz;18/4/2020;7,32
Cádiz;17/4/2020;9,44
Cádiz;16/4/2020;10,50
Cádiz;15/4/2020;9,30
Cádiz;14/4/2020;9,41
Cádiz;13/4/2020;9,93
Cádiz;12/4/2020;6,16
Cádiz;11/4/2020;7,48
Cádiz;10/4/2020;6,54
Cádiz;9/4/2020;7,27
Cádiz;8/4/2020;9,01
Cádiz;7/4/2020;9,17
Cádiz;6/4/2020;8,86
Cádiz;5/4/2020;5,90
Cádiz;4/4/2020;6,83
Cádiz;3/4/2020;8,95
Cádiz;2/4/2020;7,73
Cádiz;1/4/2020;7,68
Cádiz;31/3/2020;8,46
Cádiz;30/3/2020;9,26
Cádiz;28/3/2020;7,94
Cádiz;26/3/2020;10,38
Cádiz;24/3/2020;10,07
Cádiz;22/3/2020;5,42
Cádiz;20/3/2020;9,05
Cádiz;18/3/2020;9,50
Cádiz;16/3/2020;10,74
Cádiz;18/11/2019;24,46
Córdoba;20/6/2020;15,74
Córdoba;19/6/2020;18,22
Córdoba;18/6/2020;18,23
Córdoba;17/6/2020;17,91
Córdoba;16/6/2020;17,79
Córdoba;15/6/2020;17,60
Córdoba;14/6/2020;13,20
Córdoba;13/6/2020;15,76
Córdoba;12/6/2020;16,84
Córdoba;11/6/2020;18,15
Córdoba;10/6/2020;17,97
Córdoba;9/6/2020;16,29
Córdoba;8/6/2020;16,80
Córdoba;7/6/2020;12,05
Córdoba;6/6/2020;14,67
Córdoba;5/6/2020;16,97
Córdoba;4/6/2020;16,85
Córdoba;3/6/2020;16,91
Córdoba;2/6/2020;16,80
Córdoba;1/6/2020;15,95
Córdoba;31/5/2020;11,75
Córdoba;30/5/2020;14,14
Córdoba;29/5/2020;16,36
Córdoba;28/5/2020;16,55
Córdoba;27/5/2020;16,78
Córdoba;26/5/2020;16,19
Córdoba;25/5/2020;15,83
Córdoba;24/5/2020;11,33
Córdoba;23/5/2020;13,16
Córdoba;22/5/2020;15,41
Córdoba;21/5/2020;15,47
Córdoba;20/5/2020;15,32
Córdoba;19/5/2020;15,46
Córdoba;18/5/2020;14,67
Córdoba;17/5/2020;10,12
Córdoba;16/5/2020;11,74
Córdoba;15/5/2020;14,08
Córdoba;14/5/2020;13,93
Córdoba;13/5/2020;14,33
Córdoba;12/5/2020;13,91
Córdoba;11/5/2020;13,45
Córdoba;10/5/2020;7,00
Córdoba;9/5/2020;8,01
Córdoba;8/5/2020;13,07
Córdoba;7/5/2020;12,95
Córdoba;6/5/2020;13,17
Córdoba;5/5/2020;13,23
Córdoba;4/5/2020;12,51
Córdoba;3/5/2020;7,82
Córdoba;2/5/2020;8,51
Córdoba;1/5/2020;8,04
Córdoba;30/4/2020;11,47
Córdoba;29/4/2020;11,38
Córdoba;28/4/2020;10,77
Córdoba;27/4/2020;9,54
Córdoba;26/4/2020;5,68
Córdoba;25/4/2020;6,95
Córdoba;24/4/2020;10,30
Córdoba;23/4/2020;10,19
Córdoba;22/4/2020;10,27
Córdoba;21/4/2020;9,71
Córdoba;20/4/2020;10,28
Córdoba;19/4/2020;6,02
Córdoba;18/4/2020;7,88
Córdoba;17/4/2020;10,13
Córdoba;16/4/2020;10,64
Córdoba;15/4/2020;9,58
Córdoba;14/4/2020;9,91
Córdoba;13/4/2020;10,60
Córdoba;12/4/2020;6,78
Córdoba;11/4/2020;7,88
Córdoba;10/4/2020;6,57
Córdoba;9/4/2020;7,85
Córdoba;8/4/2020;9,81
Córdoba;7/4/2020;9,72
Córdoba;6/4/2020;9,31
Córdoba;5/4/2020;6,58
Córdoba;4/4/2020;7,50
Córdoba;3/4/2020;9,49
Córdoba;2/4/2020;8,33
Córdoba;1/4/2020;8,42
Córdoba;31/3/2020;8,69
Córdoba;30/3/2020;9,58
Córdoba;28/3/2020;8,26
Córdoba;26/3/2020;10,78
Córdoba;24/3/2020;10,78
Córdoba;22/3/2020;5,70
Córdoba;20/3/2020;10,42
Córdoba;18/3/2020;10,94
Córdoba;16/3/2020;11,87
Córdoba;18/11/2019;22,38
Granada;20/6/2020;17,77
Granada;19/6/2020;19,07
Granada;18/6/2020;19,04
Granada;17/6/2020;18,95
Granada;16/6/2020;18,73
Granada;15/6/2020;18,57
Granada;14/6/2020;15,09
Granada;13/6/2020;17,12
Granada;12/6/2020;17,55
Granada;11/6/2020;19,10
Granada;10/6/2020;19,22
Granada;9/6/2020;16,21
Granada;8/6/2020;16,74
Granada;7/6/2020;13,02
Granada;6/6/2020;16,38
Granada;5/6/2020;17,26
Granada;4/6/2020;17,60
Granada;3/6/2020;17,65
Granada;2/6/2020;17,44
Granada;1/6/2020;16,27
Granada;31/5/2020;12,08
Granada;30/5/2020;14,72
Granada;29/5/2020;16,63
Granada;28/5/2020;16,56
Granada;27/5/2020;16,37
Granada;26/5/2020;16,19
Granada;25/5/2020;15,82
Granada;24/5/2020;11,91
Granada;23/5/2020;14,07
Granada;22/5/2020;15,93
Granada;21/5/2020;15,91
Granada;20/5/2020;16,04
Granada;19/5/2020;16,02
Granada;18/5/2020;14,94
Granada;17/5/2020;7,05
Granada;16/5/2020;9,13
Granada;15/5/2020;12,75
Granada;14/5/2020;13,09
Granada;13/5/2020;13,09
Granada;12/5/2020;12,40
Granada;11/5/2020;12,39
Granada;10/5/2020;6,71
Granada;9/5/2020;7,57
Granada;8/5/2020;12,74
Granada;7/5/2020;12,62
Granada;6/5/2020;12,68
Granada;5/5/2020;12,79
Granada;4/5/2020;11,94
Granada;3/5/2020;7,32
Granada;2/5/2020;8,25
Granada;1/5/2020;7,60
Granada;30/4/2020;11,22
Granada;29/4/2020;11,08
Granada;28/4/2020;10,85
Granada;27/4/2020;10,34
Granada;26/4/2020;5,71
Granada;25/4/2020;7,28
Granada;24/4/2020;10,60
Granada;23/4/2020;10,55
Granada;22/4/2020;10,92
Granada;21/4/2020;10,40
Granada;20/4/2020;10,06
Granada;19/4/2020;5,91
Granada;18/4/2020;7,78
Granada;17/4/2020;10,27
Granada;16/4/2020;10,77
Granada;15/4/2020;9,95
Granada;14/4/2020;10,47
Granada;13/4/2020;9,86
Granada;12/4/2020;6,25
Granada;11/4/2020;7,70
Granada;10/4/2020;6,50
Granada;9/4/2020;7,61
Granada;8/4/2020;9,28
Granada;7/4/2020;9,37
Granada;6/4/2020;9,10
Granada;5/4/2020;6,01
Granada;4/4/2020;7,00
Granada;3/4/2020;8,94
Granada;2/4/2020;8,53
Granada;1/4/2020;8,76
Granada;31/3/2020;8,38
Granada;30/3/2020;9,17
Granada;28/3/2020;7,82
Granada;26/3/2020;9,87
Granada;24/3/2020;10,21
Granada;22/3/2020;6,20
Granada;20/3/2020;7,97
Granada;18/3/2020;8,16
Granada;16/3/2020;11,40
Granada;18/11/2019;24,25
Huelva;20/6/2020;15,41
Huelva;19/6/2020;17,85
Huelva;18/6/2020;18,05
Huelva;17/6/2020;17,66
Huelva;16/6/2020;17,52
Huelva;15/6/2020;17,99
Huelva;14/6/2020;12,67
Huelva;13/6/2020;14,86
Huelva;12/6/2020;16,57
Huelva;11/6/2020;17,61
Huelva;10/6/2020;17,50
Huelva;9/6/2020;15,60
Huelva;8/6/2020;16,03
Huelva;7/6/2020;11,19
Huelva;6/6/2020;14,08
Huelva;5/6/2020;16,57
Huelva;4/6/2020;15,93
Huelva;3/6/2020;16,27
Huelva;2/6/2020;16,47
Huelva;1/6/2020;16,05
Huelva;31/5/2020;10,86
Huelva;30/5/2020;14,28
Huelva;29/5/2020;16,68
Huelva;28/5/2020;16,94
Huelva;27/5/2020;16,82
Huelva;26/5/2020;16,54
Huelva;25/5/2020;16,20
Huelva;24/5/2020;10,51
Huelva;23/5/2020;12,53
Huelva;22/5/2020;15,37
Huelva;21/5/2020;15,36
Huelva;20/5/2020;15,36
Huelva;19/5/2020;15,19
Huelva;18/5/2020;14,57
Huelva;17/5/2020;9,47
Huelva;16/5/2020;11,15
Huelva;15/5/2020;13,39
Huelva;14/5/2020;13,12
Huelva;13/5/2020;14,23
Huelva;12/5/2020;14,14
Huelva;11/5/2020;13,58
Huelva;10/5/2020;6,98
Huelva;9/5/2020;7,58
Huelva;8/5/2020;12,90
Huelva;7/5/2020;12,92
Huelva;6/5/2020;12,81
Huelva;5/5/2020;12,92
Huelva;4/5/2020;12,51
Huelva;3/5/2020;7,28
Huelva;2/5/2020;8,29
Huelva;1/5/2020;8,05
Huelva;30/4/2020;11,48
Huelva;29/4/2020;11,59
Huelva;28/4/2020;11,28
Huelva;27/4/2020;9,36
Huelva;26/4/2020;5,65
Huelva;25/4/2020;7,05
Huelva;24/4/2020;10,11
Huelva;23/4/2020;10,10
Huelva;22/4/2020;10,40
Huelva;21/4/2020;9,79
Huelva;20/4/2020;10,24
Huelva;19/4/2020;5,92
Huelva;18/4/2020;7,77
Huelva;17/4/2020;10,09
Huelva;16/4/2020;10,52
Huelva;15/4/2020;9,83
Huelva;14/4/2020;9,63
Huelva;13/4/2020;10,67
Huelva;12/4/2020;6,45
Huelva;11/4/2020;7,80
Huelva;10/4/2020;6,96
Huelva;9/4/2020;7,55
Huelva;8/4/2020;10,00
Huelva;7/4/2020;9,99
Huelva;6/4/2020;9,35
Huelva;5/4/2020;5,85
Huelva;4/4/2020;7,23
Huelva;3/4/2020;9,71
Huelva;2/4/2020;8,79
Huelva;1/4/2020;8,72
Huelva;31/3/2020;9,01
Huelva;30/3/2020;10,08
Huelva;28/3/2020;7,98
Huelva;26/3/2020;10,86
Huelva;24/3/2020;11,08
Huelva;22/3/2020;5,51
Huelva;20/3/2020;10,03
Huelva;18/3/2020;10,46
Huelva;16/3/2020;11,43
Huelva;18/11/2019;21,79
Jaén;20/6/2020;12,99
Jaén;19/6/2020;14,58
Jaén;18/6/2020;14,49
Jaén;17/6/2020;14,21
Jaén;16/6/2020;14,15
Jaén;15/6/2020;14,47
Jaén;14/6/2020;11,30
Jaén;13/6/2020;12,89
Jaén;12/6/2020;12,98
Jaén;11/6/2020;13,55
Jaén;10/6/2020;14,45
Jaén;9/6/2020;12,45
Jaén;8/6/2020;13,21
Jaén;7/6/2020;9,77
Jaén;6/6/2020;12,25
Jaén;5/6/2020;13,29
Jaén;4/6/2020;13,22
Jaén;3/6/2020;13,25
Jaén;2/6/2020;13,05
Jaén;1/6/2020;12,54
Jaén;31/5/2020;9,47
Jaén;30/5/2020;11,16
Jaén;29/5/2020;12,59
Jaén;28/5/2020;12,84
Jaén;27/5/2020;12,62
Jaén;26/5/2020;12,38
Jaén;25/5/2020;12,66
Jaén;24/5/2020;8,82
Jaén;23/5/2020;10,33
Jaén;22/5/2020;11,70
Jaén;21/5/2020;11,87
Jaén;20/5/2020;11,78
Jaén;19/5/2020;11,67
Jaén;18/5/2020;11,33
Jaén;17/5/2020;7,20
Jaén;16/5/2020;8,66
Jaén;15/5/2020;10,59
Jaén;14/5/2020;10,65
Jaén;13/5/2020;10,68
Jaén;12/5/2020;10,12
Jaén;11/5/2020;10,37
Jaén;10/5/2020;4,86
Jaén;9/5/2020;5,98
Jaén;8/5/2020;9,77
Jaén;7/5/2020;9,66
Jaén;6/5/2020;9,80
Jaén;5/5/2020;9,91
Jaén;4/5/2020;9,37
Jaén;3/5/2020;5,66
Jaén;2/5/2020;6,42
Jaén;1/5/2020;6,13
Jaén;30/4/2020;8,89
Jaén;29/4/2020;8,81
Jaén;28/4/2020;8,15
Jaén;27/4/2020;8,07
Jaén;26/4/2020;4,17
Jaén;25/4/2020;5,52
Jaén;24/4/2020;8,57
Jaén;23/4/2020;8,53
Jaén;22/4/2020;8,71
Jaén;21/4/2020;7,60
Jaén;20/4/2020;7,87
Jaén;19/4/2020;4,56
Jaén;18/4/2020;6,10
Jaén;17/4/2020;8,10
Jaén;16/4/2020;8,80
Jaén;15/4/2020;7,53
Jaén;14/4/2020;8,51
Jaén;13/4/2020;7,72
Jaén;12/4/2020;5,04
Jaén;11/4/2020;5,74
Jaén;10/4/2020;4,54
Jaén;9/4/2020;5,93
Jaén;8/4/2020;7,50
Jaén;7/4/2020;7,38
Jaén;6/4/2020;7,36
Jaén;5/4/2020;4,93
Jaén;4/4/2020;5,63
Jaén;3/4/2020;6,83
Jaén;2/4/2020;6,43
Jaén;1/4/2020;6,30
Jaén;31/3/2020;6,45
Jaén;30/3/2020;7,19
Jaén;28/3/2020;6,18
Jaén;26/3/2020;8,12
Jaén;24/3/2020;7,93
Jaén;22/3/2020;4,57
Jaén;20/3/2020;6,12
Jaén;18/3/2020;6,49
Jaén;16/3/2020;8,81
Jaén;18/11/2019;18,71
Málaga;20/6/2020;18,13
Málaga;19/6/2020;20,12
Málaga;18/6/2020;20,04
Málaga;17/6/2020;19,92
Málaga;16/6/2020;19,79
Málaga;15/6/2020;18,93
Málaga;14/6/2020;14,53
Málaga;13/6/2020;17,16
Málaga;12/6/2020;18,70
Málaga;11/6/2020;19,41
Málaga;10/6/2020;19,61
Málaga;9/6/2020;17,12
Málaga;8/6/2020;17,28
Málaga;7/6/2020;13,07
Málaga;6/6/2020;16,19
Málaga;5/6/2020;18,36
Málaga;4/6/2020;18,08
Málaga;3/6/2020;18,20
Málaga;2/6/2020;18,29
Málaga;1/6/2020;16,72
Málaga;31/5/2020;11,11
Málaga;30/5/2020;14,01
Málaga;29/5/2020;16,96
Málaga;28/5/2020;16,96
Málaga;27/5/2020;16,82
Málaga;26/5/2020;16,38
Málaga;25/5/2020;15,86
Málaga;24/5/2020;11,02
Málaga;23/5/2020;13,41
Málaga;22/5/2020;15,95
Málaga;21/5/2020;16,03
Málaga;20/5/2020;16,04
Málaga;19/5/2020;16,12
Málaga;18/5/2020;14,78
Málaga;17/5/2020;6,34
Málaga;16/5/2020;8,52
Málaga;15/5/2020;12,59
Málaga;14/5/2020;12,58
Málaga;13/5/2020;13,20
Málaga;12/5/2020;12,25
Málaga;11/5/2020;12,25
Málaga;10/5/2020;5,95
Málaga;9/5/2020;6,56
Málaga;8/5/2020;12,44
Málaga;7/5/2020;12,19
Málaga;6/5/2020;12,38
Málaga;5/5/2020;12,67
Málaga;4/5/2020;11,81
Málaga;3/5/2020;6,32
Málaga;2/5/2020;7,22
Málaga;1/5/2020;6,43
Málaga;30/4/2020;10,85
Málaga;29/4/2020;10,77
Málaga;28/4/2020;10,24
Málaga;27/4/2020;9,07
Málaga;26/4/2020;4,61
Málaga;25/4/2020;5,90
Málaga;24/4/2020;9,25
Málaga;23/4/2020;9,33
Málaga;22/4/2020;9,48
Málaga;21/4/2020;8,98
Málaga;20/4/2020;9,14
Málaga;19/4/2020;4,56
Málaga;18/4/2020;6,22
Málaga;17/4/2020;9,04
Málaga;16/4/2020;9,54
Málaga;15/4/2020;8,91
Málaga;14/4/2020;8,98
Málaga;13/4/2020;9,15
Málaga;12/4/2020;4,89
Málaga;11/4/2020;6,20
Málaga;10/4/2020;5,20
Málaga;9/4/2020;5,86
Málaga;8/4/2020;7,96
Málaga;7/4/2020;8,09
Málaga;6/4/2020;7,86
Málaga;5/4/2020;4,79
Málaga;4/4/2020;6,01
Málaga;3/4/2020;8,02
Málaga;2/4/2020;7,30
Málaga;1/4/2020;7,35
Málaga;31/3/2020;7,35
Málaga;30/3/2020;8,10
Málaga;28/3/2020;6,50
Málaga;26/3/2020;9,55
Málaga;24/3/2020;9,39
Málaga;22/3/2020;4,65
Málaga;20/3/2020;9,53
Málaga;18/3/2020;10,08
Málaga;16/3/2020;11,39
Málaga;18/11/2019;23,71
Sevilla;20/6/2020;17,98
Sevilla;19/6/2020;21,17
Sevilla;18/6/2020;21,29
Sevilla;17/6/2020;21,07
Sevilla;16/6/2020;20,82
Sevilla;15/6/2020;19,94
Sevilla;14/6/2020;13,18
Sevilla;13/6/2020;16,82
Sevilla;12/6/2020;18,04
Sevilla;11/6/2020;17,82
Sevilla;10/6/2020;20,95
Sevilla;9/6/2020;18,53
Sevilla;8/6/2020;18,95
Sevilla;7/6/2020;13,28
Sevilla;6/6/2020;16,45
Sevilla;5/6/2020;19,39
Sevilla;4/6/2020;19,19
Sevilla;3/6/2020;19,26
Sevilla;2/6/2020;19,25
Sevilla;1/6/2020;18,45
Sevilla;31/5/2020;12,82
Sevilla;30/5/2020;15,88
Sevilla;29/5/2020;18,83
Sevilla;28/5/2020;18,90
Sevilla;27/5/2020;18,75
Sevilla;26/5/2020;18,44
Sevilla;25/5/2020;17,71
Sevilla;24/5/2020;11,67
Sevilla;23/5/2020;14,14
Sevilla;22/5/2020;17,28
Sevilla;21/5/2020;17,36
Sevilla;20/5/2020;17,21
Sevilla;19/5/2020;16,86
Sevilla;18/5/2020;16,13
Sevilla;17/5/2020;10,35
Sevilla;16/5/2020;12,35
Sevilla;15/5/2020;15,16
Sevilla;14/5/2020;14,73
Sevilla;13/5/2020;15,98
Sevilla;12/5/2020;15,79
Sevilla;11/5/2020;14,86
Sevilla;10/5/2020;6,94
Sevilla;9/5/2020;8,02
Sevilla;8/5/2020;14,22
Sevilla;7/5/2020;14,15
Sevilla;6/5/2020;14,03
Sevilla;5/5/2020;14,06
Sevilla;4/5/2020;13,50
Sevilla;3/5/2020;7,59
Sevilla;2/5/2020;8,50
Sevilla;1/5/2020;8,10
Sevilla;30/4/2020;12,30
Sevilla;29/4/2020;12,15
Sevilla;28/4/2020;11,53
Sevilla;27/4/2020;9,54
Sevilla;26/4/2020;5,45
Sevilla;25/4/2020;6,92
Sevilla;24/4/2020;10,28
Sevilla;23/4/2020;10,25
Sevilla;22/4/2020;10,53
Sevilla;21/4/2020;9,67
Sevilla;20/4/2020;10,33
Sevilla;19/4/2020;5,56
Sevilla;18/4/2020;7,45
Sevilla;17/4/2020;10,21
Sevilla;16/4/2020;11,03
Sevilla;15/4/2020;10,01
Sevilla;14/4/2020;9,98
Sevilla;13/4/2020;10,61
Sevilla;12/4/2020;6,11
Sevilla;11/4/2020;7,50
Sevilla;10/4/2020;6,46
Sevilla;9/4/2020;7,33
Sevilla;8/4/2020;9,74
Sevilla;7/4/2020;9,87
Sevilla;6/4/2020;9,16
Sevilla;5/4/2020;5,95
Sevilla;4/4/2020;7,31
Sevilla;3/4/2020;9,79
Sevilla;2/4/2020;8,58
Sevilla;1/4/2020;8,57
Sevilla;31/3/2020;9,04
Sevilla;30/3/2020;9,89
Sevilla;28/3/2020;8,22
Sevilla;26/3/2020;11,42
Sevilla;24/3/2020;11,53
Sevilla;22/3/2020;5,44
Sevilla;20/3/2020;10,34
Sevilla;18/3/2020;10,79
Sevilla;16/3/2020;12,27
Sevilla;18/11/2019;25,95
Huesca;20/6/2020;15,67
Huesca;19/6/2020;16,47
Huesca;18/6/2020;16,37
Huesca;17/6/2020;16,28
Huesca;16/6/2020;15,87
Huesca;15/6/2020;16,63
Huesca;14/6/2020;13,71
Huesca;13/6/2020;14,66
Huesca;12/6/2020;15,59
Huesca;11/6/2020;15,96
Huesca;10/6/2020;16,41
Huesca;9/6/2020;14,23
Huesca;8/6/2020;14,78
Huesca;7/6/2020;10,30
Huesca;6/6/2020;13,37
Huesca;5/6/2020;15,12
Huesca;4/6/2020;14,40
Huesca;3/6/2020;14,73
Huesca;2/6/2020;15,02
Huesca;1/6/2020;14,13
Huesca;31/5/2020;10,91
Huesca;30/5/2020;13,19
Huesca;29/5/2020;14,89
Huesca;28/5/2020;15,14
Huesca;27/5/2020;14,72
Huesca;26/5/2020;14,40
Huesca;25/5/2020;14,20
Huesca;24/5/2020;9,43
Huesca;23/5/2020;11,46
Huesca;22/5/2020;14,06
Huesca;21/5/2020;14,12
Huesca;20/5/2020;13,78
Huesca;19/5/2020;13,68
Huesca;18/5/2020;13,01
Huesca;17/5/2020;8,71
Huesca;16/5/2020;8,97
Huesca;15/5/2020;11,98
Huesca;14/5/2020;12,86
Huesca;13/5/2020;13,16
Huesca;12/5/2020;14,30
Huesca;11/5/2020;11,91
Huesca;10/5/2020;5,27
Huesca;9/5/2020;6,87
Huesca;8/5/2020;12,15
Huesca;7/5/2020;12,05
Huesca;6/5/2020;11,92
Huesca;5/5/2020;12,39
Huesca;4/5/2020;11,49
Huesca;3/5/2020;5,99
Huesca;2/5/2020;6,53
Huesca;1/5/2020;6,54
Huesca;30/4/2020;10,68
Huesca;29/4/2020;10,48
Huesca;28/4/2020;10,50
Huesca;27/4/2020;9,50
Huesca;26/4/2020;4,78
Huesca;25/4/2020;6,36
Huesca;24/4/2020;9,49
Huesca;23/4/2020;6,85
Huesca;22/4/2020;10,20
Huesca;21/4/2020;9,75
Huesca;20/4/2020;9,70
Huesca;19/4/2020;4,35
Huesca;18/4/2020;6,38
Huesca;17/4/2020;9,86
Huesca;16/4/2020;10,29
Huesca;15/4/2020;10,10
Huesca;14/4/2020;9,66
Huesca;13/4/2020;7,84
Huesca;12/4/2020;4,35
Huesca;11/4/2020;5,23
Huesca;10/4/2020;5,08
Huesca;9/4/2020;6,24
Huesca;8/4/2020;8,54
Huesca;7/4/2020;8,38
Huesca;6/4/2020;7,73
Huesca;5/4/2020;4,51
Huesca;4/4/2020;5,74
Huesca;3/4/2020;8,39
Huesca;2/4/2020;7,67
Huesca;1/4/2020;7,49
Huesca;31/3/2020;7,64
Huesca;30/3/2020;8,14
Huesca;28/3/2020;6,44
Huesca;26/3/2020;9,60
Huesca;24/3/2020;9,85
Huesca;22/3/2020;4,24
Huesca;20/3/2020;9,98
Huesca;18/3/2020;10,09
Huesca;16/3/2020;10,33
Huesca;18/11/2019;25,48
Teruel;20/6/2020;9,46
Teruel;19/6/2020;10,45
Teruel;18/6/2020;10,67
Teruel;17/6/2020;10,73
Teruel;16/6/2020;10,15
Teruel;15/6/2020;10,89
Teruel;14/6/2020;7,82
Teruel;13/6/2020;9,31
Teruel;12/6/2020;9,92
Teruel;11/6/2020;10,40
Teruel;10/6/2020;10,43
Teruel;9/6/2020;8,62
Teruel;8/6/2020;9,29
Teruel;7/6/2020;5,66
Teruel;6/6/2020;7,99
Teruel;5/6/2020;9,20
Teruel;4/6/2020;8,63
Teruel;3/6/2020;9,62
Teruel;2/6/2020;9,63
Teruel;1/6/2020;9,34
Teruel;31/5/2020;5,89
Teruel;30/5/2020;7,71
Teruel;29/5/2020;9,43
Teruel;28/5/2020;9,40
Teruel;27/5/2020;9,37
Teruel;26/5/2020;8,68
Teruel;25/5/2020;8,59
Teruel;24/5/2020;5,27
Teruel;23/5/2020;6,83
Teruel;22/5/2020;8,96
Teruel;21/5/2020;8,93
Teruel;20/5/2020;8,76
Teruel;19/5/2020;8,56
Teruel;18/5/2020;8,11
Teruel;17/5/2020;4,16
Teruel;16/5/2020;5,02
Teruel;15/5/2020;7,47
Teruel;14/5/2020;7,69
Teruel;13/5/2020;8,21
Teruel;12/5/2020;8,38
Teruel;11/5/2020;7,79
Teruel;10/5/2020;2,69
Teruel;9/5/2020;3,69
Teruel;8/5/2020;7,47
Teruel;7/5/2020;7,50
Teruel;6/5/2020;7,51
Teruel;5/5/2020;7,55
Teruel;4/5/2020;7,09
Teruel;3/5/2020;3,02
